id,timestamp,department,electricity_kWh,water_liters,electricity_cost,water_cost,total_cost,year,month,day,hour,day_name,usage_type,total_consumption,high_usage_flag
11526,2023-04-07 01:00:00,Production,146.22,587.2,1462.22,11.74,1473.96,2023,4,7,1,Friday,Non-Peak,733.42,1
11546,2023-04-07 05:00:00,Production,145.55,632.48,1455.53,12.65,1468.17,2023,4,7,5,Friday,Non-Peak,778.03,1
11571,2023-04-07 10:00:00,Production,150.91,453.83,1509.06,9.08,1518.13,2023,4,7,10,Friday,Peak,604.74,1
11581,2023-04-07 12:00:00,Production,138.13,540.06,1381.26,10.8,1392.06,2023,4,7,12,Friday,Peak,678.19,1
11611,2023-04-07 18:00:00,Production,235.99,715.38,2359.86,14.31,2374.17,2023,4,7,18,Friday,Peak,951.37,1
11621,2023-04-07 20:00:00,Production,185.29,565.58,1852.86,11.31,1864.17,2023,4,7,20,Friday,Non-Peak,750.87,1
11631,2023-04-07 22:00:00,Production,141.79,492.08,1417.92,9.84,1427.77,2023,4,7,22,Friday,Non-Peak,633.87,1
11656,2023-04-08 03:00:00,Production,147.42,560.88,1474.16,11.22,1485.38,2023,4,8,3,Saturday,Non-Peak,708.3,1
11661,2023-04-08 04:00:00,Production,152.09,555.53,1520.87,11.11,1531.98,2023,4,8,4,Saturday,Non-Peak,707.62,1
11671,2023-04-08 06:00:00,Production,149.89,497.51,1498.95,9.95,1508.9,2023,4,8,6,Saturday,Non-Peak,647.4,1
11691,2023-04-08 10:00:00,Production,148.37,429.47,1483.66,8.59,1492.25,2023,4,8,10,Saturday,Peak,577.84,1
11706,2023-04-08 13:00:00,Production,137.51,466.42,1375.13,9.33,1384.46,2023,4,8,13,Saturday,Peak,603.93,1
11711,2023-04-08 14:00:00,Production,203.32,794.83,2033.23,15.9,2049.12,2023,4,8,14,Saturday,Peak,998.15,1
11716,2023-04-08 15:00:00,Production,232.19,799.71,2321.87,15.99,2337.86,2023,4,8,15,Saturday,Peak,1031.9,1
11736,2023-04-08 19:00:00,Production,142.95,467.84,1429.48,9.36,1438.83,2023,4,8,19,Saturday,Non-Peak,610.79,1
11766,2023-04-09 01:00:00,Production,149.94,561.86,1499.37,11.24,1510.61,2023,4,9,1,Sunday,Non-Peak,711.8,1
11806,2023-04-09 09:00:00,Production,148.01,480.19,1480.06,9.6,1489.66,2023,4,9,9,Sunday,Peak,628.2,1
11836,2023-04-09 15:00:00,Production,157.87,526.09,1578.71,10.52,1589.23,2023,4,9,15,Sunday,Peak,683.96,1
11861,2023-04-09 20:00:00,Production,138.44,539.46,1384.36,10.79,1395.15,2023,4,9,20,Sunday,Non-Peak,677.9,1
11886,2023-04-10 01:00:00,Production,154.16,462.1,1541.61,9.24,1550.86,2023,4,10,1,Monday,Non-Peak,616.26,1
11896,2023-04-10 03:00:00,Production,152.32,451.53,1523.19,9.03,1532.22,2023,4,10,3,Monday,Non-Peak,603.85,1
11916,2023-04-10 07:00:00,Production,194.32,1006.31,1943.24,20.13,1963.37,2023,4,10,7,Monday,Non-Peak,1200.63,1
11936,2023-04-10 11:00:00,Production,161.77,497.08,1617.68,9.94,1627.62,2023,4,10,11,Monday,Peak,658.85,1
11951,2023-04-10 14:00:00,Production,140.68,512.22,1406.8,10.24,1417.05,2023,4,10,14,Monday,Peak,652.9,1
11961,2023-04-10 16:00:00,Production,137.35,455.89,1373.49,9.12,1382.6,2023,4,10,16,Monday,Peak,593.24,1
11971,2023-04-10 18:00:00,Production,144.65,499.99,1446.53,10,1456.53,2023,4,10,18,Monday,Peak,644.64,1
12001,2023-04-11 00:00:00,Production,150.09,405,1500.88,8.1,1508.98,2023,4,11,0,Tuesday,Non-Peak,555.09,1
12036,2023-04-11 07:00:00,Production,152.7,489.94,1527.02,9.8,1536.82,2023,4,11,7,Tuesday,Non-Peak,642.64,1
12101,2023-04-11 20:00:00,Production,146.54,472.12,1465.44,9.44,1474.88,2023,4,11,20,Tuesday,Non-Peak,618.66,1
12111,2023-04-11 22:00:00,Production,151.32,521.72,1513.21,10.43,1523.64,2023,4,11,22,Tuesday,Non-Peak,673.04,1
12121,2023-04-12 00:00:00,Production,140.67,539.85,1406.72,10.8,1417.52,2023,4,12,0,Wednesday,Non-Peak,680.52,1
12181,2023-04-12 12:00:00,Production,137.45,519.28,1374.48,10.39,1384.87,2023,4,12,12,Wednesday,Peak,656.73,1
12230,2023-04-12 21:00:00,R&D,154.07,357.09,1540.67,7.14,1547.82,2023,4,12,21,Wednesday,Non-Peak,511.16,1
12256,2023-04-13 03:00:00,Production,141.01,482.86,1410.12,9.66,1419.78,2023,4,13,3,Thursday,Non-Peak,623.87,1
12261,2023-04-13 04:00:00,Production,148.85,566.47,1488.55,11.33,1499.88,2023,4,13,4,Thursday,Non-Peak,715.32,1
12286,2023-04-13 09:00:00,Production,143.53,393.92,1435.31,7.88,1443.19,2023,4,13,9,Thursday,Peak,537.45,1
12376,2023-04-14 03:00:00,Production,138.39,506.41,1383.88,10.13,1394,2023,4,14,3,Friday,Non-Peak,644.8,1
12381,2023-04-14 04:00:00,Production,156.45,564.17,1564.54,11.28,1575.82,2023,4,14,4,Friday,Non-Peak,720.62,1
12451,2023-04-14 18:00:00,Production,144.21,428.69,1442.14,8.57,1450.72,2023,4,14,18,Friday,Peak,572.9,1
12486,2023-04-15 01:00:00,Production,138.95,488.44,1389.55,9.77,1399.31,2023,4,15,1,Saturday,Non-Peak,627.39,1
12501,2023-04-15 04:00:00,Production,144.8,479.39,1447.97,9.59,1457.55,2023,4,15,4,Saturday,Non-Peak,624.19,1
12511,2023-04-15 06:00:00,Production,161.61,513.07,1616.11,10.26,1626.37,2023,4,15,6,Saturday,Non-Peak,674.68,1
12516,2023-04-15 07:00:00,Production,207.47,859.8,2074.71,17.2,2091.9,2023,4,15,7,Saturday,Non-Peak,1067.27,1
12541,2023-04-15 12:00:00,Production,140.53,512.98,1405.34,10.26,1415.6,2023,4,15,12,Saturday,Peak,653.51,1
12551,2023-04-15 14:00:00,Production,149.09,470.93,1490.89,9.42,1500.31,2023,4,15,14,Saturday,Peak,620.02,1
12586,2023-04-15 21:00:00,Production,145.78,498.6,1457.76,9.97,1467.73,2023,4,15,21,Saturday,Non-Peak,644.38,1
12621,2023-04-16 04:00:00,Production,149.45,508.72,1494.55,10.17,1504.72,2023,4,16,4,Sunday,Non-Peak,658.17,1
12693,2023-04-16 18:00:00,IT,149.56,227.01,1495.58,4.54,1500.12,2023,4,16,18,Sunday,Peak,376.57,1
12701,2023-04-16 20:00:00,Production,182.72,1072.89,1827.19,21.46,1848.65,2023,4,16,20,Sunday,Non-Peak,1255.61,1
12766,2023-04-17 09:00:00,Production,139.96,528.16,1399.62,10.56,1410.18,2023,4,17,9,Monday,Peak,668.12,1
12786,2023-04-17 13:00:00,Production,143.03,541.88,1430.34,10.84,1441.17,2023,4,17,13,Monday,Peak,684.91,1
12811,2023-04-17 18:00:00,Production,142.45,599.01,1424.5,11.98,1436.48,2023,4,17,18,Monday,Peak,741.46,1
12816,2023-04-17 19:00:00,Production,140.88,453.79,1408.77,9.08,1417.84,2023,4,17,19,Monday,Non-Peak,594.67,1
12896,2023-04-18 11:00:00,Production,147.24,470.24,1472.44,9.4,1481.84,2023,4,18,11,Tuesday,Peak,617.48,1
12901,2023-04-18 12:00:00,Production,145.09,432.03,1450.9,8.64,1459.54,2023,4,18,12,Tuesday,Peak,577.12,1
12921,2023-04-18 16:00:00,Production,152.96,577.72,1529.58,11.55,1541.13,2023,4,18,16,Tuesday,Peak,730.68,1
12926,2023-04-18 17:00:00,Production,282.51,1080.35,2825.13,21.61,2846.74,2023,4,18,17,Tuesday,Peak,1362.86,1
12938,2023-04-18 19:00:00,IT,145.65,260.93,1456.46,5.22,1461.68,2023,4,18,19,Tuesday,Non-Peak,406.58,1
12941,2023-04-18 20:00:00,Production,144,456.41,1439.97,9.13,1449.1,2023,4,18,20,Tuesday,Non-Peak,600.41,1
12951,2023-04-18 22:00:00,Production,143.15,402.52,1431.46,8.05,1439.51,2023,4,18,22,Tuesday,Non-Peak,545.67,1
12956,2023-04-18 23:00:00,Production,162.62,447.33,1626.22,8.95,1635.16,2023,4,18,23,Tuesday,Non-Peak,609.95,1
12991,2023-04-19 06:00:00,Production,170.73,443.3,1707.26,8.87,1716.12,2023,4,19,6,Wednesday,Non-Peak,614.03,1
13121,2023-04-20 08:00:00,Production,141.92,531.42,1419.19,10.63,1429.82,2023,4,20,8,Thursday,Non-Peak,673.34,1
13136,2023-04-20 11:00:00,Production,140.66,574.68,1406.61,11.49,1418.1,2023,4,20,11,Thursday,Peak,715.34,1
13181,2023-04-20 20:00:00,Production,138.08,526.33,1380.77,10.53,1391.3,2023,4,20,20,Thursday,Non-Peak,664.41,1
13196,2023-04-20 23:00:00,Production,163.35,484.77,1633.49,9.7,1643.19,2023,4,20,23,Thursday,Non-Peak,648.12,1
13211,2023-04-21 02:00:00,Production,140.06,473.94,1400.6,9.48,1410.08,2023,4,21,2,Friday,Non-Peak,614,1
13236,2023-04-21 07:00:00,Production,137.55,551.04,1375.5,11.02,1386.52,2023,4,21,7,Friday,Non-Peak,688.59,1
13276,2023-04-21 15:00:00,Production,141.74,548.2,1417.41,10.96,1428.37,2023,4,21,15,Friday,Peak,689.94,1
13296,2023-04-21 19:00:00,Production,166.25,533.01,1662.5,10.66,1673.16,2023,4,21,19,Friday,Non-Peak,699.26,1
13326,2023-04-22 01:00:00,Production,155.94,469.96,1559.37,9.4,1568.77,2023,4,22,1,Saturday,Non-Peak,625.9,1
13331,2023-04-22 02:00:00,Production,147.68,548.59,1476.84,10.97,1487.81,2023,4,22,2,Saturday,Non-Peak,696.27,1
13336,2023-04-22 03:00:00,Production,157.98,470.2,1579.81,9.4,1589.22,2023,4,22,3,Saturday,Non-Peak,628.18,1
13415,2023-04-22 18:00:00,R&D,165.13,432.94,1651.35,8.66,1660.01,2023,4,22,18,Saturday,Peak,598.07,1
13416,2023-04-22 19:00:00,Production,138.3,521.38,1383.01,10.43,1393.43,2023,4,22,19,Saturday,Non-Peak,659.68,1
13451,2023-04-23 02:00:00,Production,148.17,556.76,1481.72,11.14,1492.86,2023,4,23,2,Sunday,Non-Peak,704.93,1
13486,2023-04-23 09:00:00,Production,139.05,467.1,1390.53,9.34,1399.87,2023,4,23,9,Sunday,Peak,606.15,1
13496,2023-04-23 11:00:00,Production,309.91,736.17,3099.11,14.72,3113.83,2023,4,23,11,Sunday,Peak,1046.08,1
13501,2023-04-23 12:00:00,Production,145.74,510.84,1457.37,10.22,1467.59,2023,4,23,12,Sunday,Peak,656.58,1
13525,2023-04-23 16:00:00,R&D,170.51,419.38,1705.11,8.39,1713.5,2023,4,23,16,Sunday,Peak,589.89,1
13546,2023-04-23 21:00:00,Production,146.43,493.25,1464.27,9.86,1474.14,2023,4,23,21,Sunday,Non-Peak,639.68,1
13566,2023-04-24 01:00:00,Production,144.16,490.29,1441.63,9.81,1451.43,2023,4,24,1,Monday,Non-Peak,634.45,1
13576,2023-04-24 03:00:00,Production,141.55,477.08,1415.53,9.54,1425.07,2023,4,24,3,Monday,Non-Peak,618.63,1
13581,2023-04-24 04:00:00,Production,142.6,415.8,1425.98,8.32,1434.3,2023,4,24,4,Monday,Non-Peak,558.4,1
13706,2023-04-25 05:00:00,Production,270.36,856.99,2703.61,17.14,2720.75,2023,4,25,5,Tuesday,Non-Peak,1127.35,1
13721,2023-04-25 08:00:00,Production,152.3,499.56,1522.99,9.99,1532.98,2023,4,25,8,Tuesday,Non-Peak,651.86,1
13731,2023-04-25 10:00:00,Production,211.69,1036.49,2116.86,20.73,2137.59,2023,4,25,10,Tuesday,Peak,1248.18,1
13741,2023-04-25 12:00:00,Production,145.34,494.91,1453.41,9.9,1463.31,2023,4,25,12,Tuesday,Peak,640.25,1
13786,2023-04-25 21:00:00,Production,143.33,604.61,1433.33,12.09,1445.42,2023,4,25,21,Tuesday,Non-Peak,747.94,1
13811,2023-04-26 02:00:00,Production,155.02,498.06,1550.24,9.96,1560.2,2023,4,26,2,Wednesday,Non-Peak,653.08,1
13821,2023-04-26 04:00:00,Production,145.65,470.91,1456.46,9.42,1465.88,2023,4,26,4,Wednesday,Non-Peak,616.56,1
13826,2023-04-26 05:00:00,Production,138.63,574.93,1386.32,11.5,1397.82,2023,4,26,5,Wednesday,Non-Peak,713.56,1
13851,2023-04-26 10:00:00,Production,139.45,569.05,1394.53,11.38,1405.91,2023,4,26,10,Wednesday,Peak,708.5,1
13856,2023-04-26 11:00:00,Production,150.74,365.61,1507.42,7.31,1514.73,2023,4,26,11,Wednesday,Peak,516.35,1
13861,2023-04-26 12:00:00,Production,141.74,462.18,1417.39,9.24,1426.64,2023,4,26,12,Wednesday,Peak,603.92,1
13871,2023-04-26 14:00:00,Production,142.29,557.23,1422.88,11.14,1434.03,2023,4,26,14,Wednesday,Peak,699.52,1
13876,2023-04-26 15:00:00,Production,140.93,434.86,1409.26,8.7,1417.95,2023,4,26,15,Wednesday,Peak,575.79,1
13881,2023-04-26 16:00:00,Production,141.1,540.99,1411.01,10.82,1421.83,2023,4,26,16,Wednesday,Peak,682.09,1
13891,2023-04-26 18:00:00,Production,151.53,426.58,1515.34,8.53,1523.88,2023,4,26,18,Wednesday,Peak,578.11,1
13896,2023-04-26 19:00:00,Production,138.3,533.29,1382.99,10.67,1393.66,2023,4,26,19,Wednesday,Non-Peak,671.59,1
13931,2023-04-27 02:00:00,Production,167,469.45,1669.96,9.39,1679.35,2023,4,27,2,Thursday,Non-Peak,636.45,1
13960,2023-04-27 07:00:00,R&D,140.36,249.99,1403.55,5,1408.55,2023,4,27,7,Thursday,Non-Peak,390.35,1
13976,2023-04-27 11:00:00,Production,153.28,501.59,1532.76,10.03,1542.8,2023,4,27,11,Thursday,Peak,654.87,1
13981,2023-04-27 12:00:00,Production,138.8,616.6,1387.98,12.33,1400.32,2023,4,27,12,Thursday,Peak,755.4,1
13986,2023-04-27 13:00:00,Production,148.5,611.64,1484.96,12.23,1497.19,2023,4,27,13,Thursday,Peak,760.14,1
13996,2023-04-27 15:00:00,Production,145.33,532.55,1453.32,10.65,1463.97,2023,4,27,15,Thursday,Peak,677.88,1
14006,2023-04-27 17:00:00,Production,154.12,552.87,1541.19,11.06,1552.25,2023,4,27,17,Thursday,Peak,706.99,1
14031,2023-04-27 22:00:00,Production,140.78,469.27,1407.8,9.39,1417.19,2023,4,27,22,Thursday,Non-Peak,610.05,1
14076,2023-04-28 07:00:00,Production,140.19,538,1401.91,10.76,1412.67,2023,4,28,7,Friday,Non-Peak,678.19,1
14106,2023-04-28 13:00:00,Production,160.7,488.14,1607.01,9.76,1616.77,2023,4,28,13,Friday,Peak,648.84,1
14111,2023-04-28 14:00:00,Production,138.75,455.92,1387.51,9.12,1396.63,2023,4,28,14,Friday,Peak,594.67,1
14151,2023-04-28 22:00:00,Production,143.21,421.26,1432.07,8.43,1440.5,2023,4,28,22,Friday,Non-Peak,564.47,1
14161,2023-04-29 00:00:00,Production,159.76,469.43,1597.56,9.39,1606.95,2023,4,29,0,Saturday,Non-Peak,629.19,1
14171,2023-04-29 02:00:00,Production,137.89,478.11,1378.95,9.56,1388.51,2023,4,29,2,Saturday,Non-Peak,616,1
14226,2023-04-29 13:00:00,Production,146.79,541.53,1467.91,10.83,1478.74,2023,4,29,13,Saturday,Peak,688.32,1
14236,2023-04-29 15:00:00,Production,144.51,518.97,1445.12,10.38,1455.5,2023,4,29,15,Saturday,Peak,663.48,1
14250,2023-04-29 17:00:00,R&D,138.33,295.08,1383.35,5.9,1389.25,2023,4,29,17,Saturday,Peak,433.41,1
14301,2023-04-30 04:00:00,Production,141.12,468,1411.17,9.36,1420.53,2023,4,30,4,Sunday,Non-Peak,609.12,1
14331,2023-04-30 10:00:00,Production,143.12,525.75,1431.23,10.51,1441.74,2023,4,30,10,Sunday,Peak,668.87,1
14341,2023-04-30 12:00:00,Production,138.36,439.1,1383.59,8.78,1392.37,2023,4,30,12,Sunday,Peak,577.46,1
14446,2023-05-01 09:00:00,Production,141.5,526.98,1415.03,10.54,1425.56,2023,5,1,9,Monday,Peak,668.48,1
14466,2023-05-01 13:00:00,Production,138.77,528.65,1387.71,10.57,1398.28,2023,5,1,13,Monday,Peak,667.42,1
14491,2023-05-01 18:00:00,Production,150.55,469.17,1505.53,9.38,1514.92,2023,5,1,18,Monday,Peak,619.72,1
14511,2023-05-01 22:00:00,Production,142.42,394.62,1424.18,7.89,1432.07,2023,5,1,22,Monday,Non-Peak,537.04,1
14531,2023-05-02 02:00:00,Production,138.08,474.62,1380.76,9.49,1390.25,2023,5,2,2,Tuesday,Non-Peak,612.7,1
14546,2023-05-02 05:00:00,Production,175.02,705.92,1750.2,14.12,1764.32,2023,5,2,5,Tuesday,Non-Peak,880.94,1
14611,2023-05-02 18:00:00,Production,142.18,561.47,1421.76,11.23,1432.99,2023,5,2,18,Tuesday,Peak,703.65,1
14626,2023-05-02 21:00:00,Production,143.16,502.78,1431.64,10.06,1441.69,2023,5,2,21,Tuesday,Non-Peak,645.94,1
14646,2023-05-03 01:00:00,Production,141.85,505.16,1418.54,10.1,1428.65,2023,5,3,1,Wednesday,Non-Peak,647.01,1
14651,2023-05-03 02:00:00,Production,142.97,481.86,1429.7,9.64,1439.34,2023,5,3,2,Wednesday,Non-Peak,624.83,1
14660,2023-05-03 03:00:00,R&D,169.96,491.42,1699.61,9.83,1709.44,2023,5,3,3,Wednesday,Non-Peak,661.38,1
14746,2023-05-03 21:00:00,Production,170.42,924.34,1704.19,18.49,1722.68,2023,5,3,21,Wednesday,Non-Peak,1094.76,1
14756,2023-05-03 23:00:00,Production,137.78,514.47,1377.79,10.29,1388.08,2023,5,3,23,Wednesday,Non-Peak,652.25,1
14766,2023-05-04 01:00:00,Production,147.14,482.09,1471.4,9.64,1481.04,2023,5,4,1,Thursday,Non-Peak,629.23,1
14771,2023-05-04 02:00:00,Production,143.91,491.91,1439.12,9.84,1448.96,2023,5,4,2,Thursday,Non-Peak,635.82,1
14791,2023-05-04 06:00:00,Production,145.38,430.16,1453.79,8.6,1462.4,2023,5,4,6,Thursday,Non-Peak,575.54,1
14851,2023-05-04 18:00:00,Production,166.36,558.91,1663.56,11.18,1674.74,2023,5,4,18,Thursday,Peak,725.27,1
14856,2023-05-04 19:00:00,Production,140.17,508.5,1401.73,10.17,1411.9,2023,5,4,19,Thursday,Non-Peak,648.67,1
14915,2023-05-05 06:00:00,R&D,149.79,507.62,1497.87,10.15,1508.03,2023,5,5,6,Friday,Non-Peak,657.41,1
14936,2023-05-05 11:00:00,Production,138.23,436.02,1382.28,8.72,1391,2023,5,5,11,Friday,Peak,574.25,1
14956,2023-05-05 15:00:00,Production,144.38,478.71,1443.78,9.57,1453.35,2023,5,5,15,Friday,Peak,623.09,1
14991,2023-05-05 22:00:00,Production,156.85,583.33,1568.54,11.67,1580.21,2023,5,5,22,Friday,Non-Peak,740.18,1
15001,2023-05-06 00:00:00,Production,154.43,465.03,1544.29,9.3,1553.59,2023,5,6,0,Saturday,Non-Peak,619.46,1
15041,2023-05-06 08:00:00,Production,194.26,1151.27,1942.57,23.03,1965.59,2023,5,6,8,Saturday,Non-Peak,1345.53,1
15061,2023-05-06 12:00:00,Production,163.81,443.32,1638.11,8.87,1646.98,2023,5,6,12,Saturday,Peak,607.13,1
15071,2023-05-06 14:00:00,Production,160.52,492.95,1605.23,9.86,1615.09,2023,5,6,14,Saturday,Peak,653.47,1
15081,2023-05-06 16:00:00,Production,149.89,482.04,1498.92,9.64,1508.57,2023,5,6,16,Saturday,Peak,631.93,1
15086,2023-05-06 17:00:00,Production,140.21,502.57,1402.14,10.05,1412.19,2023,5,6,17,Saturday,Peak,642.78,1
15106,2023-05-06 21:00:00,Production,146.28,538.2,1462.79,10.76,1473.56,2023,5,6,21,Saturday,Non-Peak,684.48,1
15136,2023-05-07 03:00:00,Production,154.3,481.86,1543.04,9.64,1552.68,2023,5,7,3,Sunday,Non-Peak,636.16,1
15166,2023-05-07 09:00:00,Production,144.3,566.63,1443,11.33,1454.33,2023,5,7,9,Sunday,Peak,710.93,1
15181,2023-05-07 12:00:00,Production,137.36,476.71,1373.63,9.53,1383.16,2023,5,7,12,Sunday,Peak,614.07,1
15221,2023-05-07 20:00:00,Production,143.3,468.7,1433,9.37,1442.37,2023,5,7,20,Sunday,Non-Peak,612,1
15256,2023-05-08 03:00:00,Production,141.08,414.1,1410.8,8.28,1419.08,2023,5,8,3,Monday,Non-Peak,555.18,1
15276,2023-05-08 07:00:00,Production,148.67,513.06,1486.71,10.26,1496.97,2023,5,8,7,Monday,Non-Peak,661.73,1
15286,2023-05-08 09:00:00,Production,137.71,554.19,1377.07,11.08,1388.16,2023,5,8,9,Monday,Peak,691.9,1
15296,2023-05-08 11:00:00,Production,137.36,497.98,1373.65,9.96,1383.61,2023,5,8,11,Monday,Peak,635.34,1
15311,2023-05-08 14:00:00,Production,160.78,400.47,1607.78,8.01,1615.79,2023,5,8,14,Monday,Peak,561.25,1
15351,2023-05-08 22:00:00,Production,138.33,493.53,1383.26,9.87,1393.13,2023,5,8,22,Monday,Non-Peak,631.86,1
15356,2023-05-08 23:00:00,Production,155.22,574.44,1552.25,11.49,1563.73,2023,5,8,23,Monday,Non-Peak,729.66,1
15386,2023-05-09 05:00:00,Production,141.89,491.77,1418.86,9.84,1428.7,2023,5,9,5,Tuesday,Non-Peak,633.66,1
15411,2023-05-09 10:00:00,Production,147.83,508.49,1478.34,10.17,1488.51,2023,5,9,10,Tuesday,Peak,656.32,1
15431,2023-05-09 14:00:00,Production,150.96,493.91,1509.58,9.88,1519.46,2023,5,9,14,Tuesday,Peak,644.87,1
15441,2023-05-09 16:00:00,Production,140.43,486.58,1404.33,9.73,1414.07,2023,5,9,16,Tuesday,Peak,627.01,1
15501,2023-05-10 04:00:00,Production,144.62,550.67,1446.19,11.01,1457.21,2023,5,10,4,Wednesday,Non-Peak,695.29,1
15506,2023-05-10 05:00:00,Production,159.04,406.24,1590.39,8.12,1598.51,2023,5,10,5,Wednesday,Non-Peak,565.28,1
15516,2023-05-10 07:00:00,Production,169.22,506.69,1692.21,10.13,1702.35,2023,5,10,7,Wednesday,Non-Peak,675.91,1
15531,2023-05-10 10:00:00,Production,156.34,580.47,1563.37,11.61,1574.98,2023,5,10,10,Wednesday,Peak,736.81,1
15536,2023-05-10 11:00:00,Production,137.39,470.74,1373.9,9.41,1383.31,2023,5,10,11,Wednesday,Peak,608.13,1
15541,2023-05-10 12:00:00,Production,149.05,503.17,1490.52,10.06,1500.58,2023,5,10,12,Wednesday,Peak,652.22,1
15560,2023-05-10 15:00:00,R&D,142.98,284.37,1429.83,5.69,1435.52,2023,5,10,15,Wednesday,Peak,427.35,1
15576,2023-05-10 19:00:00,Production,145.77,435.5,1457.74,8.71,1466.45,2023,5,10,19,Wednesday,Non-Peak,581.27,1
15596,2023-05-10 23:00:00,Production,150.4,519.03,1504.05,10.38,1514.43,2023,5,10,23,Wednesday,Non-Peak,669.43,1
15631,2023-05-11 06:00:00,Production,138.02,441.6,1380.23,8.83,1389.07,2023,5,11,6,Thursday,Non-Peak,579.62,1
15651,2023-05-11 10:00:00,Production,156.6,539.72,1565.98,10.79,1576.77,2023,5,11,10,Thursday,Peak,696.32,1
15671,2023-05-11 14:00:00,Production,151.3,424.39,1513,8.49,1521.49,2023,5,11,14,Thursday,Peak,575.69,1
15691,2023-05-11 18:00:00,Production,138.93,524.13,1389.34,10.48,1399.82,2023,5,11,18,Thursday,Peak,663.06,1
15701,2023-05-11 20:00:00,Production,203.4,993.07,2033.97,19.86,2053.83,2023,5,11,20,Thursday,Non-Peak,1196.47,1
15706,2023-05-11 21:00:00,Production,160.42,472.98,1604.16,9.46,1613.62,2023,5,11,21,Thursday,Non-Peak,633.4,1
15711,2023-05-11 22:00:00,Production,147.27,546.54,1472.7,10.93,1483.63,2023,5,11,22,Thursday,Non-Peak,693.81,1
15731,2023-05-12 02:00:00,Production,140.31,567.56,1403.12,11.35,1414.47,2023,5,12,2,Friday,Non-Peak,707.87,1
15826,2023-05-12 21:00:00,Production,141.16,534.71,1411.61,10.69,1422.3,2023,5,12,21,Friday,Non-Peak,675.87,1
15836,2023-05-12 23:00:00,Production,143.37,460.05,1433.65,9.2,1442.85,2023,5,12,23,Friday,Non-Peak,603.42,1
15851,2023-05-13 02:00:00,Production,137.76,512.96,1377.64,10.26,1387.9,2023,5,13,2,Saturday,Non-Peak,650.72,1
15861,2023-05-13 04:00:00,Production,140.66,465.59,1406.61,9.31,1415.92,2023,5,13,4,Saturday,Non-Peak,606.25,1
15901,2023-05-13 12:00:00,Production,151.34,440.26,1513.44,8.81,1522.24,2023,5,13,12,Saturday,Peak,591.6,1
15926,2023-05-13 17:00:00,Production,151.41,380.27,1514.07,7.61,1521.67,2023,5,13,17,Saturday,Peak,531.68,1
15951,2023-05-13 22:00:00,Production,146.97,537.75,1469.69,10.76,1480.45,2023,5,13,22,Saturday,Non-Peak,684.72,1
15961,2023-05-14 00:00:00,Production,140.22,524.12,1402.23,10.48,1412.71,2023,5,14,0,Sunday,Non-Peak,664.34,1
15976,2023-05-14 03:00:00,Production,145.34,497.21,1453.43,9.94,1463.37,2023,5,14,3,Sunday,Non-Peak,642.55,1
15991,2023-05-14 06:00:00,Production,144.78,498.7,1447.78,9.97,1457.75,2023,5,14,6,Sunday,Non-Peak,643.48,1
16016,2023-05-14 11:00:00,Production,153.42,490.43,1534.18,9.81,1543.98,2023,5,14,11,Sunday,Peak,643.85,1
16046,2023-05-14 17:00:00,Production,139.27,529.49,1392.69,10.59,1403.28,2023,5,14,17,Sunday,Peak,668.76,1
16051,2023-05-14 18:00:00,Production,169.22,390.16,1692.21,7.8,1700.01,2023,5,14,18,Sunday,Peak,559.38,1
16061,2023-05-14 20:00:00,Production,143.99,496.94,1439.88,9.94,1449.82,2023,5,14,20,Sunday,Non-Peak,640.93,1
16076,2023-05-14 23:00:00,Production,154.41,466.13,1544.13,9.32,1553.45,2023,5,14,23,Sunday,Non-Peak,620.54,1
16086,2023-05-15 01:00:00,Production,145.93,480.8,1459.26,9.62,1468.88,2023,5,15,1,Monday,Non-Peak,626.73,1
16146,2023-05-15 13:00:00,Production,165.24,507.37,1652.39,10.15,1662.53,2023,5,15,13,Monday,Peak,672.61,1
16186,2023-05-15 21:00:00,Production,143.3,512.52,1432.98,10.25,1443.23,2023,5,15,21,Monday,Non-Peak,655.82,1
16221,2023-05-16 04:00:00,Production,145.26,483.5,1452.59,9.67,1462.26,2023,5,16,4,Tuesday,Non-Peak,628.76,1
16256,2023-05-16 11:00:00,Production,139.91,581.3,1399.11,11.63,1410.74,2023,5,16,11,Tuesday,Peak,721.21,1
16291,2023-05-16 18:00:00,Production,160.91,550.11,1609.14,11,1620.15,2023,5,16,18,Tuesday,Peak,711.02,1
16311,2023-05-16 22:00:00,Production,142.26,602.95,1422.55,12.06,1434.61,2023,5,16,22,Tuesday,Non-Peak,745.21,1
16346,2023-05-17 05:00:00,Production,138.46,510.96,1384.64,10.22,1394.86,2023,5,17,5,Wednesday,Non-Peak,649.42,1
16351,2023-05-17 06:00:00,Production,166.79,494.78,1667.94,9.9,1677.83,2023,5,17,6,Wednesday,Non-Peak,661.57,1
16361,2023-05-17 08:00:00,Production,157.52,542.51,1575.17,10.85,1586.02,2023,5,17,8,Wednesday,Non-Peak,700.03,1
16366,2023-05-17 09:00:00,Production,142.19,478.37,1421.91,9.57,1431.47,2023,5,17,9,Wednesday,Peak,620.56,1
16371,2023-05-17 10:00:00,Production,137.58,518.66,1375.85,10.37,1386.22,2023,5,17,10,Wednesday,Peak,656.24,1
