timestamp,department,electricity_kWh,water_liters,electricity_cost,water_cost,total_cost
2023-03-20 10:00:00,R&D,103.42,219.74,1034.23,4.39,1038.62
2023-03-20 11:00:00,Production,145.77,475.64,1457.68,9.51,1467.19
2023-03-20 11:00:00,Admin,52.96,195.55,529.58,3.91,533.5
2023-03-20 11:00:00,IT,58.63,119.89,586.35,2.4,588.75
2023-03-20 11:00:00,HR,28.26,107.4,282.59,2.15,284.74
2023-03-20 11:00:00,R&D,88.44,182.11,884.36,3.64,888.01
2023-03-20 12:00:00,Production,141.12,610.11,1411.17,12.2,1423.38
2023-03-20 12:00:00,Admin,47.58,204.65,475.84,4.09,479.94
2023-03-20 12:00:00,IT,46.68,169.3,466.82,3.39,470.2
2023-03-20 12:00:00,HR,40.83,69.11,408.32,1.38,409.7
2023-03-20 12:00:00,R&D,97.08,258.38,970.81,5.17,975.98
2023-03-20 13:00:00,Production,157.28,588.67,1572.83,11.77,1584.6
2023-03-20 13:00:00,Admin,52.13,228.47,521.27,4.57,525.84
2023-03-20 13:00:00,IT,65.42,137.6,654.18,2.75,656.93
2023-03-20 13:00:00,HR,50.42,122.07,504.17,2.44,506.61
2023-03-20 13:00:00,R&D,44.16,253.53,441.59,5.07,446.66
2023-03-20 14:00:00,Production,113.28,509.55,1132.76,10.19,1142.95
2023-03-20 14:00:00,Admin,34.98,225.91,349.77,4.52,354.29
2023-03-20 14:00:00,IT,39.87,151.72,398.69,3.03,401.72
2023-03-20 14:00:00,HR,18.08,110.98,180.78,2.22,183
2023-03-20 14:00:00,R&D,81.3,236.27,812.99,4.73,817.71
2023-03-20 15:00:00,Production,125.93,447.78,1259.33,8.96,1268.29
2023-03-20 15:00:00,Admin,44.37,217.85,443.7,4.36,448.06
2023-03-20 15:00:00,IT,91.48,130.69,914.78,2.61,917.4
2023-03-20 15:00:00,HR,38.81,76.43,388.07,1.53,389.6
2023-03-20 15:00:00,R&D,44.02,185.9,440.23,3.72,443.95
2023-03-20 16:00:00,Production,119.67,516.02,1196.73,10.32,1207.05
2023-03-20 16:00:00,Admin,50.76,154.62,507.6,3.09,510.69
2023-03-20 16:00:00,IT,89.64,224.73,896.36,4.49,900.85
2023-03-20 16:00:00,HR,44.31,93.59,443.08,1.87,444.95
2023-03-20 16:00:00,R&D,105.4,213.75,1053.99,4.28,1058.27
2023-03-20 17:00:00,Production,111.05,521.28,1110.48,10.43,1120.9
2023-03-20 17:00:00,Admin,56.07,172.33,560.66,3.45,564.11
2023-03-20 17:00:00,IT,87.62,158.9,876.2,3.18,879.37
2023-03-20 17:00:00,HR,32.81,111.44,328.1,2.23,330.33
2023-03-20 17:00:00,R&D,75.37,215.64,753.71,4.31,758.02
2023-03-20 18:00:00,Production,142.23,550.78,1422.27,11.02,1433.29
2023-03-20 18:00:00,Admin,38.2,243.34,381.97,4.87,386.84
2023-03-20 18:00:00,IT,76.33,116.9,763.27,2.34,765.61
2023-03-20 18:00:00,HR,38.66,113.12,386.64,2.26,388.9
2023-03-20 18:00:00,R&D,43.4,228.21,433.97,4.56,438.53
2023-03-20 19:00:00,Production,138.44,507.06,1384.37,10.14,1394.51
2023-03-20 19:00:00,Admin,61.2,199.44,612.05,3.99,616.03
2023-03-20 19:00:00,IT,53.25,150.27,532.46,3.01,535.46
2023-03-20 19:00:00,HR,30.09,103.43,300.87,2.07,302.93
2023-03-20 19:00:00,R&D,94.87,274.22,948.72,5.48,954.21
2023-03-20 20:00:00,Production,117.98,493.39,1179.76,9.87,1189.63
2023-03-20 20:00:00,Admin,58.59,218.63,585.95,4.37,590.32
2023-03-20 20:00:00,IT,60.94,172.4,609.43,3.45,612.88
2023-03-20 20:00:00,HR,59.33,114.58,593.32,2.29,595.61
2023-03-20 20:00:00,R&D,75.06,254.93,750.65,5.1,755.74
2023-03-20 21:00:00,Production,119.96,474.29,1199.55,9.49,1209.04
2023-03-20 21:00:00,Admin,50.37,173.94,503.73,3.48,507.21
2023-03-20 21:00:00,IT,48.29,161.72,482.9,3.23,486.14
2023-03-20 21:00:00,HR,66.26,98.61,662.63,1.97,664.6
2023-03-20 21:00:00,R&D,70.84,239.91,708.41,4.8,713.21
2023-03-20 22:00:00,Production,129.66,457.34,1296.61,9.15,1305.76
2023-03-20 22:00:00,Admin,49.11,201.47,491.13,4.03,495.16
2023-03-20 22:00:00,IT,55.85,152.19,558.47,3.04,561.51
2023-03-20 22:00:00,HR,41.46,88.66,414.56,1.77,416.33
2023-03-20 22:00:00,R&D,122.44,284.08,1224.42,5.68,1230.1
2023-03-20 23:00:00,Production,127.19,507,1271.94,10.14,1282.08
2023-03-20 23:00:00,Admin,41.77,238.8,417.71,4.78,422.49
2023-03-20 23:00:00,IT,67.99,140.1,679.91,2.8,682.71
2023-03-20 23:00:00,HR,31.95,73,319.51,1.46,320.97
2023-03-20 23:00:00,R&D,51.62,208.44,516.24,4.17,520.41
2023-03-21 00:00:00,Production,98.63,462.26,986.3,9.25,995.54
2023-03-21 00:00:00,Admin,49.13,201.14,491.34,4.02,495.36
2023-03-21 00:00:00,IT,41.51,135.15,415.1,2.7,417.8
2023-03-21 00:00:00,HR,47.86,76.8,478.61,1.54,480.14
2023-03-21 00:00:00,R&D,65.82,224.23,658.22,4.48,662.7
2023-03-21 01:00:00,Production,123.03,471.79,1230.33,9.44,1239.77
2023-03-21 01:00:00,Admin,53.85,166.59,538.48,3.33,541.81
2023-03-21 01:00:00,IT,59.73,133.96,597.28,2.68,599.96
2023-03-21 01:00:00,HR,35.69,117.14,356.93,2.34,359.28
2023-03-21 01:00:00,R&D,64.29,249.63,642.93,4.99,647.92
2023-03-21 02:00:00,Production,59.81,455.91,598.13,9.12,607.25
2023-03-21 02:00:00,Admin,38.92,185.51,389.23,3.71,392.94
2023-03-21 02:00:00,IT,67.18,125.33,671.76,2.51,674.27
2023-03-21 02:00:00,HR,45.3,130.83,452.97,2.62,455.59
2023-03-21 02:00:00,R&D,62.88,302.71,628.82,6.05,634.88
2023-03-21 03:00:00,Production,126.09,586,1260.89,11.72,1272.61
2023-03-21 03:00:00,Admin,51.24,238.44,512.41,4.77,517.17
2023-03-21 03:00:00,IT,30.79,167.76,307.89,3.36,311.24
2023-03-21 03:00:00,HR,53.2,120.11,531.96,2.4,534.36
2023-03-21 03:00:00,R&D,65.87,259.73,658.68,5.19,663.87
2023-03-21 04:00:00,Production,95.41,587.4,954.07,11.75,965.82
2023-03-21 04:00:00,Admin,47.83,192.09,478.32,3.84,482.16
2023-03-21 04:00:00,IT,33.83,150.11,338.3,3,341.3
2023-03-21 04:00:00,HR,41.64,87.05,416.36,1.74,418.1
2023-03-21 04:00:00,R&D,95.17,263.36,951.7,5.27,956.97
2023-03-21 05:00:00,Production,98.25,481.79,982.49,9.64,992.13
2023-03-21 05:00:00,Admin,52.65,202.52,526.47,4.05,530.52
2023-03-21 05:00:00,IT,59.41,155.85,594.06,3.12,597.18
2023-03-21 05:00:00,HR,37.03,96.56,370.27,1.93,372.2
2023-03-21 05:00:00,R&D,50.64,218.93,506.36,4.38,510.74
2023-03-21 06:00:00,Production,136.08,407.75,1360.79,8.15,1368.94
2023-03-21 06:00:00,Admin,43.15,231.06,431.54,4.62,436.17
2023-03-21 06:00:00,IT,42.02,159.37,420.19,3.19,423.38
2023-03-21 06:00:00,HR,45.11,76.19,451.14,1.52,452.66
2023-03-21 06:00:00,R&D,98.74,217.24,987.4,4.34,991.75
2023-03-21 07:00:00,Production,118.05,473.08,1180.47,9.46,1189.93
2023-03-21 07:00:00,Admin,46.96,201.64,469.55,4.03,473.58
2023-03-21 07:00:00,IT,61.61,136.33,616.14,2.73,618.87
2023-03-21 07:00:00,HR,35.36,85.83,353.62,1.72,355.34
2023-03-21 07:00:00,R&D,70.31,265.22,703.15,5.3,708.45
2023-03-21 08:00:00,Production,131.39,524.43,1313.85,10.49,1324.34
2023-03-21 08:00:00,Admin,58.89,183.44,588.94,3.67,592.61
2023-03-21 08:00:00,IT,54.32,153.58,543.2,3.07,546.27
2023-03-21 08:00:00,HR,43.11,102.05,431.07,2.04,433.11
2023-03-21 08:00:00,R&D,83.41,287.69,834.1,5.75,839.85
2023-03-21 09:00:00,Production,143.58,549.43,1435.82,10.99,1446.81
2023-03-21 09:00:00,Admin,48.49,215.25,484.88,4.31,489.19
2023-03-21 09:00:00,IT,70.91,157.69,709.1,3.15,712.26
2023-03-21 09:00:00,HR,35.04,114.63,350.42,2.29,352.71
2023-03-21 09:00:00,R&D,84.06,233.14,840.56,4.66,845.22
2023-03-21 10:00:00,Production,159.6,495.46,1595.96,9.91,1605.87
2023-03-21 10:00:00,Admin,64.12,123.06,641.2,2.46,643.66
2023-03-21 10:00:00,IT,39.34,130.75,393.38,2.61,396
2023-03-21 10:00:00,HR,37.81,110.4,378.09,2.21,380.3
2023-03-21 10:00:00,R&D,102.13,242.83,1021.28,4.86,1026.14
2023-03-21 11:00:00,Production,109.94,406.37,1099.44,8.13,1107.57
2023-03-21 11:00:00,Admin,41.17,169.77,411.71,3.4,415.1
2023-03-21 11:00:00,IT,77.08,119.98,770.8,2.4,773.2
2023-03-21 11:00:00,HR,33.22,66.54,332.19,1.33,333.52
2023-03-21 11:00:00,R&D,109.98,228.63,1099.8,4.57,1104.38
2023-03-21 12:00:00,Production,111.04,442.37,1110.37,8.85,1119.22
2023-03-21 12:00:00,Admin,54.46,203.62,544.62,4.07,548.69
2023-03-21 12:00:00,IT,68.05,100.93,680.53,2.02,682.55
2023-03-21 12:00:00,HR,31.17,83.93,311.65,1.68,313.33
2023-03-21 12:00:00,R&D,120.16,250.81,1201.56,5.02,1206.57
2023-03-21 13:00:00,Production,108.02,554.02,1080.22,11.08,1091.3
2023-03-21 13:00:00,Admin,53.86,205.64,538.62,4.11,542.74
2023-03-21 13:00:00,IT,70.93,166.04,709.33,3.32,712.65
2023-03-21 13:00:00,HR,47.65,110.36,476.5,2.21,478.71
2023-03-21 13:00:00,R&D,111.81,256.75,1118.1,5.14,1123.23
2023-03-21 14:00:00,Production,141.63,470.8,1416.33,9.42,1425.75
2023-03-21 14:00:00,Admin,57.76,171.48,577.58,3.43,581.01
2023-03-21 14:00:00,IT,62.35,132.88,623.52,2.66,626.18
2023-03-21 14:00:00,HR,51.41,100.31,514.15,2.01,516.16
2023-03-21 14:00:00,R&D,86.58,263.78,865.8,5.28,871.07
2023-03-21 15:00:00,Production,109.08,454.91,1090.81,9.1,1099.91
2023-03-21 15:00:00,Admin,43.29,214.09,432.89,4.28,437.17
2023-03-21 15:00:00,IT,65.51,163.51,655.07,3.27,658.34
2023-03-21 15:00:00,HR,37.1,84.47,371,1.69,372.69
2023-03-21 15:00:00,R&D,64.56,243.16,645.56,4.86,650.42
2023-03-21 16:00:00,Production,110.09,493.62,1100.94,9.87,1110.81
2023-03-21 16:00:00,Admin,57.55,215.53,575.5,4.31,579.81
2023-03-21 16:00:00,IT,55.32,334.29,553.21,6.69,559.9
2023-03-21 16:00:00,HR,41.4,109.76,414.01,2.2,416.21
2023-03-21 16:00:00,R&D,62.17,236.86,621.73,4.74,626.47
2023-03-21 17:00:00,Production,107.07,532.06,1070.71,10.64,1081.35
2023-03-21 17:00:00,Admin,40.7,205.86,407.02,4.12,411.13
2023-03-21 17:00:00,IT,60.17,165.39,601.73,3.31,605.04
2023-03-21 17:00:00,HR,39.99,110.06,399.93,2.2,402.13
2023-03-21 17:00:00,R&D,93.33,257.04,933.28,5.14,938.42
2023-03-21 18:00:00,Production,97.64,484.34,976.4,9.69,986.08
2023-03-21 18:00:00,Admin,56.73,201.84,567.31,4.04,571.35
2023-03-21 18:00:00,IT,74.65,153.4,746.54,3.07,749.61
2023-03-21 18:00:00,HR,51.43,111.61,514.27,2.23,516.5
2023-03-21 18:00:00,R&D,80.22,212.13,802.19,4.24,806.43
2023-03-21 19:00:00,Production,143.27,500.35,1432.66,10.01,1442.66
2023-03-21 19:00:00,Admin,45.63,236.72,456.29,4.73,461.03
2023-03-21 19:00:00,IT,80.11,158.64,801.13,3.17,804.31
2023-03-21 19:00:00,HR,41.39,109.8,413.87,2.2,416.07
2023-03-21 19:00:00,R&D,84,289.33,840.01,5.79,845.8
2023-03-21 20:00:00,Production,112.3,622.16,1123.04,12.44,1135.48
2023-03-21 20:00:00,Admin,40.47,180.23,404.72,3.6,408.33
2023-03-21 20:00:00,IT,66.73,133.1,667.3,2.66,669.96
2023-03-21 20:00:00,HR,59.79,117.33,597.88,2.35,600.23
2023-03-21 20:00:00,R&D,54.88,191.2,548.76,3.82,552.59
2023-03-21 21:00:00,Production,103.01,490.22,1030.11,9.8,1039.91
2023-03-21 21:00:00,Admin,32.08,171.33,320.81,3.43,324.24
2023-03-21 21:00:00,IT,56.53,146.72,565.29,2.93,568.22
2023-03-21 21:00:00,HR,35.64,92.79,356.4,1.86,358.25
2023-03-21 21:00:00,R&D,214.17,558.46,2141.71,11.17,2152.87
2023-03-21 22:00:00,Production,117.96,516.93,1179.56,10.34,1189.9
2023-03-21 22:00:00,Admin,54.04,187.31,540.38,3.75,544.13
2023-03-21 22:00:00,IT,58.38,108.99,583.8,2.18,585.98
2023-03-21 22:00:00,HR,30.78,102.07,307.8,2.04,309.84
2023-03-21 22:00:00,R&D,110.12,306.71,1101.2,6.13,1107.34
2023-03-21 23:00:00,Production,107.22,461.28,1072.2,9.23,1081.42
2023-03-21 23:00:00,Admin,47.09,251.45,470.89,5.03,475.92
2023-03-21 23:00:00,IT,41.86,145.65,418.58,2.91,421.49
2023-03-21 23:00:00,HR,39.34,80.97,393.35,1.62,394.97
2023-03-21 23:00:00,R&D,67.18,252.73,671.82,5.05,676.87
2023-03-22 00:00:00,Production,104.32,558.2,1043.25,11.16,1054.41
2023-03-22 00:00:00,Admin,49.48,223.3,494.77,4.47,499.23
2023-03-22 00:00:00,IT,67.31,134.01,673.05,2.68,675.73
2023-03-22 00:00:00,HR,33.26,93.95,332.55,1.88,334.43
2023-03-22 00:00:00,R&D,96.82,245.49,968.23,4.91,973.14
2023-03-22 01:00:00,Production,112.31,464.71,1123.13,9.29,1132.42
2023-03-22 01:00:00,Admin,46.45,232.12,464.46,4.64,469.1
2023-03-22 01:00:00,IT,72.06,128.75,720.62,2.57,723.19
2023-03-22 01:00:00,HR,35.6,98.04,355.99,1.96,357.96
2023-03-22 01:00:00,R&D,61.61,274.13,616.09,5.48,621.58
2023-03-22 02:00:00,Production,125.35,568.35,1253.54,11.37,1264.9
2023-03-22 02:00:00,Admin,45.51,241.6,455.09,4.83,459.92
2023-03-22 02:00:00,IT,56.67,178.37,566.66,3.57,570.22
2023-03-22 02:00:00,HR,25.57,95.24,255.73,1.9,257.64
2023-03-22 02:00:00,R&D,89.63,297.04,896.29,5.94,902.23
2023-03-22 03:00:00,Production,179.88,476.23,1798.78,9.52,1808.31
2023-03-22 03:00:00,Admin,35.25,174.03,352.52,3.48,356
2023-03-22 03:00:00,IT,40.43,150.04,404.25,3,407.25
2023-03-22 03:00:00,HR,25.01,87.97,250.08,1.76,251.84
2023-03-22 03:00:00,R&D,84.14,231.48,841.4,4.63,846.03
2023-03-22 04:00:00,Production,143.93,481.78,1439.31,9.64,1448.94
2023-03-22 04:00:00,Admin,45.8,175.38,458.02,3.51,461.52
2023-03-22 04:00:00,IT,35.32,123.41,353.17,2.47,355.64
2023-03-22 04:00:00,HR,30.05,112.32,300.55,2.25,302.8
2023-03-22 04:00:00,R&D,21.17,232.39,211.67,4.65,216.32
2023-03-22 05:00:00,Production,120.6,444.25,1206.04,8.88,1214.93
2023-03-22 05:00:00,Admin,49.52,201.68,495.16,4.03,499.2
2023-03-22 05:00:00,IT,64.45,149.36,644.52,2.99,647.51
2023-03-22 05:00:00,HR,25.44,98.88,254.41,1.98,256.39
2023-03-22 05:00:00,R&D,48.51,266.7,485.14,5.33,490.48
2023-03-22 06:00:00,Production,130.01,574.66,1300.09,11.49,1311.58
2023-03-22 06:00:00,Admin,58.06,162.01,580.58,3.24,583.82
2023-03-22 06:00:00,IT,74.56,124.18,745.59,2.48,748.07
2023-03-22 06:00:00,HR,50.31,90.73,503.12,1.81,504.93
2023-03-22 06:00:00,R&D,96.97,239.77,969.69,4.8,974.48
2023-03-22 07:00:00,Production,118.7,610.19,1187.01,12.2,1199.21
2023-03-22 07:00:00,Admin,45.31,223.86,453.08,4.48,457.56
2023-03-22 07:00:00,IT,60.31,150.48,603.08,3.01,606.09
2023-03-22 07:00:00,HR,45.58,85,455.81,1.7,457.51
2023-03-22 07:00:00,R&D,63.7,245.5,636.97,4.91,641.88
2023-03-22 08:00:00,Production,121.49,486.38,1214.89,9.73,1224.61
2023-03-22 08:00:00,Admin,36.9,198.44,368.95,3.97,372.92
2023-03-22 08:00:00,IT,54.59,111.31,545.93,2.23,548.15
2023-03-22 08:00:00,HR,35.43,126.32,354.26,2.53,356.78
2023-03-22 08:00:00,R&D,88.72,265.73,887.16,5.31,892.48
2023-03-22 09:00:00,Production,135.21,488.03,1352.12,9.76,1361.88
2023-03-22 09:00:00,Admin,40.61,128,406.14,2.56,408.7
2023-03-22 09:00:00,IT,43.43,158.38,434.31,3.17,437.48
2023-03-22 09:00:00,HR,88.88,173.56,888.84,3.47,892.31
2023-03-22 09:00:00,R&D,113.89,251.06,1138.87,5.02,1143.89
2023-03-22 10:00:00,Production,133.09,452.42,1330.93,9.05,1339.98
2023-03-22 10:00:00,Admin,49.05,152.54,490.51,3.05,493.56
2023-03-22 10:00:00,IT,86.4,178.9,864.02,3.58,867.6
2023-03-22 10:00:00,HR,38.52,114.49,385.16,2.29,387.45
2023-03-22 10:00:00,R&D,74.1,228.42,740.97,4.57,745.53
2023-03-22 11:00:00,Production,130.96,527.01,1309.55,10.54,1320.09
2023-03-22 11:00:00,Admin,44.58,189.77,445.82,3.8,449.61
2023-03-22 11:00:00,IT,54.56,161.72,545.57,3.23,548.8
2023-03-22 11:00:00,HR,31.6,88.93,315.98,1.78,317.76
2023-03-22 11:00:00,R&D,57.47,257.45,574.66,5.15,579.81
2023-03-22 12:00:00,Production,113.73,466.76,1137.33,9.34,1146.67
2023-03-22 12:00:00,Admin,52.42,194.44,524.17,3.89,528.06
2023-03-22 12:00:00,IT,43.33,136.7,433.26,2.73,435.99
2023-03-22 12:00:00,HR,37.94,93.6,379.44,1.87,381.31
2023-03-22 12:00:00,R&D,94.93,261.25,949.35,5.22,954.57
2023-03-22 13:00:00,Production,89.42,487.47,894.2,9.75,903.95
2023-03-22 13:00:00,Admin,49.79,198.38,497.87,3.97,501.84
2023-03-22 13:00:00,IT,45.75,128.3,457.51,2.57,460.08
2023-03-22 13:00:00,HR,54.04,92.62,540.38,1.85,542.23
2023-03-22 13:00:00,R&D,87.79,218.42,877.87,4.37,882.24
2023-03-22 14:00:00,Production,123.2,492.15,1231.97,9.84,1241.81
2023-03-22 14:00:00,Admin,38.89,144.27,388.93,2.89,391.81
2023-03-22 14:00:00,IT,28.64,171.58,286.37,3.43,289.8
2023-03-22 14:00:00,HR,37.15,109.02,371.5,2.18,373.68
2023-03-22 14:00:00,R&D,63.6,191.99,636,3.84,639.84
2023-03-22 15:00:00,Production,136.6,544.15,1366.03,10.88,1376.91
2023-03-22 15:00:00,Admin,50.16,230.08,501.57,4.6,506.17
2023-03-22 15:00:00,IT,55.17,155.57,551.67,3.11,554.78
2023-03-22 15:00:00,HR,56.83,97.51,568.34,1.95,570.29
2023-03-22 15:00:00,R&D,105.79,313.23,1057.87,6.26,1064.13
2023-03-22 16:00:00,Production,135.22,517.7,1352.19,10.35,1362.54
2023-03-22 16:00:00,Admin,39.55,192.06,395.54,3.84,399.38
2023-03-22 16:00:00,IT,45.16,152.98,451.62,3.06,454.68
2023-03-22 16:00:00,HR,51.65,117.27,516.55,2.35,518.89
2023-03-22 16:00:00,R&D,44.46,250.77,444.56,5.02,449.57
2023-03-22 17:00:00,Production,126.33,532.9,1263.27,10.66,1273.93
2023-03-22 17:00:00,Admin,40.14,169.56,401.45,3.39,404.84
2023-03-22 17:00:00,IT,39.65,161.72,396.48,3.23,399.72
2023-03-22 17:00:00,HR,29.53,110.37,295.28,2.21,297.49
2023-03-22 17:00:00,R&D,79.04,246.66,790.44,4.93,795.38
2023-03-22 18:00:00,Production,111.72,473.86,1117.15,9.48,1126.63
2023-03-22 18:00:00,Admin,49.87,261.59,498.73,5.23,503.96
2023-03-22 18:00:00,IT,73.04,112.9,730.4,2.26,732.66
2023-03-22 18:00:00,HR,14.55,92.35,145.55,1.85,147.4
2023-03-22 18:00:00,R&D,107.85,239.33,1078.55,4.79,1083.33
2023-03-22 19:00:00,Production,112.93,466.68,1129.27,9.33,1138.6
2023-03-22 19:00:00,Admin,65.1,254.26,651.03,5.09,656.12
2023-03-22 19:00:00,IT,66.74,157.3,667.36,3.15,670.5
2023-03-22 19:00:00,HR,34.08,116.01,340.79,2.32,343.11
2023-03-22 19:00:00,R&D,115.55,270.19,1155.46,5.4,1160.86
2023-03-22 20:00:00,Production,91.46,614.05,914.64,12.28,926.92
2023-03-22 20:00:00,Admin,54.77,221.32,547.71,4.43,552.13
2023-03-22 20:00:00,IT,55.42,166,554.17,3.32,557.49
2023-03-22 20:00:00,HR,28.71,107.21,287.05,2.14,289.2
2023-03-22 20:00:00,R&D,78.38,210.99,783.76,4.22,787.98
2023-03-22 21:00:00,Production,88.88,556.6,888.79,11.13,899.92
2023-03-22 21:00:00,Admin,32.58,242.03,325.77,4.84,330.61
2023-03-22 21:00:00,IT,61.88,136.01,618.82,2.72,621.54
2023-03-22 21:00:00,HR,50.94,113.07,509.44,2.26,511.7
2023-03-22 21:00:00,R&D,55.13,220.46,551.31,4.41,555.72
2023-03-22 22:00:00,Production,97.74,426.78,977.41,8.54,985.94
2023-03-22 22:00:00,Admin,53.94,217.53,539.36,4.35,543.71
2023-03-22 22:00:00,IT,71.62,167.27,716.17,3.35,719.52
2023-03-22 22:00:00,HR,27.56,85.9,275.6,1.72,277.32
2023-03-22 22:00:00,R&D,81.83,265.58,818.33,5.31,823.65
2023-03-22 23:00:00,Production,127.38,549.81,1273.81,11,1284.8
2023-03-22 23:00:00,Admin,35.37,215.21,353.71,4.3,358.01
2023-03-22 23:00:00,IT,73.22,152.42,732.16,3.05,735.2
2023-03-22 23:00:00,HR,53.8,108.01,537.97,2.16,540.13
2023-03-22 23:00:00,R&D,73.98,224.14,739.78,4.48,744.26
2023-03-23 00:00:00,Production,108.72,471.76,1087.19,9.44,1096.62
2023-03-23 00:00:00,Admin,65.68,227.73,656.84,4.55,661.39
2023-03-23 00:00:00,IT,69.29,150.88,692.9,3.02,695.92
2023-03-23 00:00:00,HR,38.84,107.13,388.45,2.14,390.59
2023-03-23 00:00:00,R&D,65.51,285.7,655.1,5.71,660.82
2023-03-23 01:00:00,Production,103.77,520.38,1037.69,10.41,1048.1
2023-03-23 01:00:00,Admin,70.22,200.12,702.22,4,706.22
2023-03-23 01:00:00,IT,85.56,168.54,855.63,3.37,859
2023-03-23 01:00:00,HR,33.92,127.45,339.22,2.55,341.76
2023-03-23 01:00:00,R&D,66.16,179.64,661.62,3.59,665.21
2023-03-23 02:00:00,Production,114.13,398.46,1141.28,7.97,1149.25
2023-03-23 02:00:00,Admin,49.85,229.06,498.46,4.58,503.04
2023-03-23 02:00:00,IT,72.1,107.94,720.97,2.16,723.13
2023-03-23 02:00:00,HR,42.39,108.19,423.87,2.16,426.04
2023-03-23 02:00:00,R&D,93.93,208.3,939.33,4.17,943.49
2023-03-23 03:00:00,Production,122.16,556.47,1221.56,11.13,1232.69
2023-03-23 03:00:00,Admin,43.31,225.58,433.09,4.51,437.61
2023-03-23 03:00:00,IT,47.82,161.02,478.17,3.22,481.39
2023-03-23 03:00:00,HR,52.27,103.05,522.75,2.06,524.81
2023-03-23 03:00:00,R&D,87.78,262.93,877.82,5.26,883.08
2023-03-23 04:00:00,Production,112.78,505.76,1127.78,10.12,1137.9
2023-03-23 04:00:00,Admin,43.2,186.21,431.99,3.72,435.71
2023-03-23 04:00:00,IT,79.83,133.24,798.3,2.66,800.96
2023-03-23 04:00:00,HR,76.8,156.82,768,3.14,771.14
2023-03-23 04:00:00,R&D,34.79,244.11,347.88,4.88,352.76
2023-03-23 05:00:00,Production,114.05,497.88,1140.51,9.96,1150.47
2023-03-23 05:00:00,Admin,38.05,200.52,380.53,4.01,384.54
2023-03-23 05:00:00,IT,52.55,144.43,525.46,2.89,528.35
2023-03-23 05:00:00,HR,36.8,98.52,367.97,1.97,369.94
2023-03-23 05:00:00,R&D,56.22,216.85,562.2,4.34,566.54
2023-03-23 06:00:00,Production,112.33,521.47,1123.29,10.43,1133.72
2023-03-23 06:00:00,Admin,61.68,215.43,616.75,4.31,621.06
2023-03-23 06:00:00,IT,71.32,160.75,713.25,3.22,716.46
2023-03-23 06:00:00,HR,28.35,114.95,283.5,2.3,285.8
2023-03-23 06:00:00,R&D,55.36,248.82,553.63,4.98,558.61
2023-03-23 07:00:00,Production,133.78,524.3,1337.8,10.49,1348.29
2023-03-23 07:00:00,Admin,69.06,190.51,690.59,3.81,694.4
2023-03-23 07:00:00,IT,86.18,201.87,861.82,4.04,865.86
2023-03-23 07:00:00,HR,29.93,130.59,299.33,2.61,301.94
2023-03-23 07:00:00,R&D,66.35,260.04,663.54,5.2,668.74
2023-03-23 08:00:00,Production,109.62,512.72,1096.24,10.25,1106.49
2023-03-23 08:00:00,Admin,50.17,154.04,501.7,3.08,504.78
2023-03-23 08:00:00,IT,51.1,329.77,510.99,6.6,517.58
2023-03-23 08:00:00,HR,17.22,98.45,172.23,1.97,174.2
2023-03-23 08:00:00,R&D,88.96,189.42,889.56,3.79,893.35
2023-03-23 09:00:00,Production,78.86,626.04,788.6,12.52,801.12
2023-03-23 09:00:00,Admin,48.95,226.26,489.47,4.53,493.99
2023-03-23 09:00:00,IT,51.83,153.94,518.32,3.08,521.4
2023-03-23 09:00:00,HR,61.42,102.56,614.18,2.05,616.23
2023-03-23 09:00:00,R&D,74.46,278.84,744.61,5.58,750.18
2023-03-23 10:00:00,Production,136.37,438.46,1363.66,8.77,1372.43
2023-03-23 10:00:00,Admin,35.44,231.07,354.42,4.62,359.04
2023-03-23 10:00:00,IT,34.03,122.85,340.3,2.46,342.76
2023-03-23 10:00:00,HR,30.88,110.8,308.78,2.22,311
2023-03-23 10:00:00,R&D,96.48,243.08,964.85,4.86,969.71
2023-03-23 11:00:00,Production,120.18,487.03,1201.8,9.74,1211.54
2023-03-23 11:00:00,Admin,46.85,186.44,468.48,3.73,472.21
2023-03-23 11:00:00,IT,59.81,138.97,598.13,2.78,600.91
2023-03-23 11:00:00,HR,39.45,100.34,394.5,2.01,396.5
2023-03-23 11:00:00,R&D,97.68,249.98,976.78,5,981.78
2023-03-23 12:00:00,Production,129.93,451.48,1299.32,9.03,1308.35
2023-03-23 12:00:00,Admin,59.2,200.27,591.96,4.01,595.97
2023-03-23 12:00:00,IT,27.68,133.21,276.84,2.66,279.51
2023-03-23 12:00:00,HR,51.44,94.2,514.36,1.88,516.25
2023-03-23 12:00:00,R&D,72.4,268.18,724.04,5.36,729.41
2023-03-23 13:00:00,Production,124.93,419.03,1249.32,8.38,1257.7
2023-03-23 13:00:00,Admin,52.62,223.32,526.21,4.47,530.67
2023-03-23 13:00:00,IT,62.81,159.27,628.11,3.19,631.3
2023-03-23 13:00:00,HR,41.76,114.88,417.6,2.3,419.9
2023-03-23 13:00:00,R&D,63.19,187.93,631.92,3.76,635.68
2023-03-23 14:00:00,Production,136.64,517.65,1366.41,10.35,1376.76
2023-03-23 14:00:00,Admin,61.15,170.93,611.47,3.42,614.89
2023-03-23 14:00:00,IT,79.22,142.31,792.24,2.85,795.09
2023-03-23 14:00:00,HR,34.56,110.83,345.55,2.22,347.77
